ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
47,CA_N_offshorewind_class12_moderate_floating_0_0,1,0,0,0,0,0,0
48,CA_N_offshorewind_class12_moderate_floating_0_1,1,0,0,0,0,0,0
49,CA_N_offshorewind_class12_moderate_floating_0_2,1,0,0,0,0,0,0
50,CA_N_offshorewind_class12_moderate_floating_0_3,1,0,0,0,0,0,0
51,CA_S_naturalgas_ccccsavgcf_conservative_0,2,0,0,0,0,0,0
52,CA_S_naturalgas_ccavgcf_moderate_0,2,0,0,0,0,0,0
53,CA_S_naturalgas_ctavgcf_moderate_0,2,0,0,0,0,0,0
54,CA_S_battery_moderate_0,2,0,0,0,0,0,0
55,CA_S_nuclear_nuclear_moderate_0,2,0,0,0,0,0,0
56,CA_S_landbasedwind_class3_moderate_1,2,0,0,0,0,0,0
57,CA_S_landbasedwind_class3_moderate_2,2,0,0,0,0,0,0
58,CA_S_landbasedwind_class3_moderate_3,2,0,0,0,0,0,0
59,CA_S_landbasedwind_class3_moderate_4,2,0,0,0,0,0,0
60,CA_S_landbasedwind_class3_moderate_5,2,0,0,0,0,0,0
61,CA_S_landbasedwind_class3_moderate_6,2,0,0,0,0,0,0
62,CA_S_utilitypv_class1_moderate_1,2,17418.48859,0,17418.48859,12.0617699,150019.9388,23.15374281
63,CA_S_utilitypv_class1_moderate_2,2,0,0,0,0,0,0
64,CA_S_utilitypv_class1_moderate_3,2,0,0,0,0,0,0
65,CA_S_utilitypv_class1_moderate_4,2,0,0,0,0,0,0
66,CA_S_utilitypv_class1_moderate_5,2,0,0,0,0,0,0
67,CA_S_utilitypv_class1_moderate_6,2,0,0,0,0,0,0
68,CA_S_offshorewind_class12_moderate_floating_1_0,2,0,0,0,0,0,0
69,CA_S_offshorewind_class12_moderate_floating_1_1,2,0,0,0,0,0,0
70,CA_S_offshorewind_class12_moderate_floating_1_4,2,0,0,0,0,0,0
71,CA_S_offshorewind_class12_moderate_floating_1_5,2,0,0,0,0,0,0
72,CA_S_offshorewind_class12_moderate_floating_0_0,2,0,0,0,0,0,0
73,CA_S_offshorewind_class12_moderate_floating_0_1,2,0,0,0,0,0,0
74,CA_S_offshorewind_class12_moderate_floating_0_4,2,0,0,0,0,0,0
75,CA_S_offshorewind_class12_moderate_floating_0_5,2,0,0,0,0,0,0
,,,,,,,,
,,,,,,,279348.1222,
